record_id,split,domain
MUSE_20180118_121048_71000,train,chapman_ningbo_china
MUSE_20180712_150942_89000,train,chapman_ningbo_china
MUSE_20180112_132959_08000,train,chapman_ningbo_china
MUSE_20180114_133041_02000,train,chapman_ningbo_china
MUSE_20180116_173507_47000,train,chapman_ningbo_china
MUSE_20180112_132443_86000,train,chapman_ningbo_china
MUSE_20180119_174240_37000,train,chapman_ningbo_china
MUSE_20180111_165901_51000,train,chapman_ningbo_china
MUSE_20180118_175846_80000,train,chapman_ningbo_china
MUSE_20180116_124336_30000,train,chapman_ningbo_china
MUSE_20180116_124308_11000,train,chapman_ningbo_china
MUSE_20180120_121407_16000,train,chapman_ningbo_china
MUSE_20180118_174245_31000,train,chapman_ningbo_china
MUSE_20180115_120729_58000,train,chapman_ningbo_china
MUSE_20180114_070702_72000,train,chapman_ningbo_china
MUSE_20180113_122040_24000,train,chapman_ningbo_china
MUSE_20180118_173604_29000,train,chapman_ningbo_china
MUSE_20180113_183724_30000,train,chapman_ningbo_china
MUSE_20180118_172930_69000,train,chapman_ningbo_china
MUSE_20180113_180006_45000,train,chapman_ningbo_china
MUSE_20180118_121704_62000,train,chapman_ningbo_china
MUSE_20180118_120822_25000,train,chapman_ningbo_china
MUSE_20180712_154934_36000,train,chapman_ningbo_china
MUSE_20180116_181615_23000,train,chapman_ningbo_china
MUSE_20180114_123948_53000,train,chapman_ningbo_china
MUSE_20180114_170533_19000,train,chapman_ningbo_china
MUSE_20180115_123134_62000,train,chapman_ningbo_china
MUSE_20180113_174808_71000,train,chapman_ningbo_china
MUSE_20180209_172546_47000,train,chapman_ningbo_china
MUSE_20180209_122112_02000,train,chapman_ningbo_china
MUSE_20180115_120919_79000,train,chapman_ningbo_china
MUSE_20180116_121055_49000,train,chapman_ningbo_china
MUSE_20180118_174658_57000,train,chapman_ningbo_china
MUSE_20180113_120445_94000,train,chapman_ningbo_china
MUSE_20180118_170707_89000,train,chapman_ningbo_china
MUSE_20180116_131822_96000,train,chapman_ningbo_china
MUSE_20180118_175118_03000,train,chapman_ningbo_china
MUSE_20180118_130022_09000,train,chapman_ningbo_china
MUSE_20180115_123909_27000,train,chapman_ningbo_china
MUSE_20180113_182208_55000,train,chapman_ningbo_china
MUSE_20180114_120938_74000,train,chapman_ningbo_china
MUSE_20180113_124215_52000,train,chapman_ningbo_china
MUSE_20180114_122118_57000,train,chapman_ningbo_china
MUSE_20180113_184943_71000,train,chapman_ningbo_china
MUSE_20180210_121524_50000,train,chapman_ningbo_china
MUSE_20180209_120456_64000,train,chapman_ningbo_china
MUSE_20180210_131325_57000,train,chapman_ningbo_china
MUSE_20180114_120702_30000,train,chapman_ningbo_china
MUSE_20180118_132406_32000,train,chapman_ningbo_china
MUSE_20180111_160201_47000,train,chapman_ningbo_china
MUSE_20180118_125310_70000,train,chapman_ningbo_china
MUSE_20180209_170622_47000,train,chapman_ningbo_china
MUSE_20180210_125829_81000,train,chapman_ningbo_china
MUSE_20180114_120930_31000,train,chapman_ningbo_china
MUSE_20180118_125907_44000,train,chapman_ningbo_china
MUSE_20180118_180610_87000,train,chapman_ningbo_china
MUSE_20180115_123104_28000,train,chapman_ningbo_china
MUSE_20180118_125104_32000,train,chapman_ningbo_china
MUSE_20180113_131837_01000,train,chapman_ningbo_china
MUSE_20180209_121714_90000,train,chapman_ningbo_china
MUSE_20180112_132617_12000,train,chapman_ningbo_china
MUSE_20180114_122917_77000,train,chapman_ningbo_china
MUSE_20180114_124212_84000,train,chapman_ningbo_china
MUSE_20180113_125103_10000,train,chapman_ningbo_china
MUSE_20180118_134532_83000,train,chapman_ningbo_china
MUSE_20180118_132726_27000,train,chapman_ningbo_china
MUSE_20180113_175937_43000,train,chapman_ningbo_china
MUSE_20180113_071609_33000,train,chapman_ningbo_china
MUSE_20180210_130434_04000,train,chapman_ningbo_china
MUSE_20180113_184313_82000,train,chapman_ningbo_china
MUSE_20180112_120554_92000,train,chapman_ningbo_china
MUSE_20180114_132336_04000,train,chapman_ningbo_china
MUSE_20180113_130835_46000,train,chapman_ningbo_china
MUSE_20180210_121251_20000,train,chapman_ningbo_china
MUSE_20180112_073647_61000,train,chapman_ningbo_china
MUSE_20180116_121119_46000,train,chapman_ningbo_china
MUSE_20180116_131321_04000,train,chapman_ningbo_china
MUSE_20180210_123411_57000,train,chapman_ningbo_china
MUSE_20180114_123833_55000,train,chapman_ningbo_china
MUSE_20180114_171815_61000,train,chapman_ningbo_china
MUSE_20180116_173758_45000,train,chapman_ningbo_china
MUSE_20180114_134644_64000,train,chapman_ningbo_china
MUSE_20180118_135120_38000,train,chapman_ningbo_china
MUSE_20180209_123259_79000,train,chapman_ningbo_china
MUSE_20180712_151645_66000,train,chapman_ningbo_china
MUSE_20180210_120040_98000,train,chapman_ningbo_china
MUSE_20180114_065413_34000,train,chapman_ningbo_china
MUSE_20180114_130340_11000,train,chapman_ningbo_china
MUSE_20180712_160446_28000,train,chapman_ningbo_china
MUSE_20180210_120849_99000,train,chapman_ningbo_china
MUSE_20180113_123013_40000,train,chapman_ningbo_china
MUSE_20180116_174831_17000,train,chapman_ningbo_china
MUSE_20180120_121709_09000,train,chapman_ningbo_china
MUSE_20180113_132646_42000,train,chapman_ningbo_china
MUSE_20180712_151224_22000,train,chapman_ningbo_china
MUSE_20180116_131852_83000,train,chapman_ningbo_china
MUSE_20180118_181958_73000,train,chapman_ningbo_china
MUSE_20180114_171024_41000,train,chapman_ningbo_china
MUSE_20180115_131046_53000,train,chapman_ningbo_china
MUSE_20180112_124939_23000,train,chapman_ningbo_china
MUSE_20180116_180450_15000,train,chapman_ningbo_china
MUSE_20180210_132058_67000,train,chapman_ningbo_china
MUSE_20180112_075509_17000,train,chapman_ningbo_china
MUSE_20180112_123348_05000,train,chapman_ningbo_china
MUSE_20180113_185557_25000,train,chapman_ningbo_china
MUSE_20180113_072322_96000,train,chapman_ningbo_china
MUSE_20180116_122845_02000,train,chapman_ningbo_china
MUSE_20180210_120005_91000,train,chapman_ningbo_china
MUSE_20180114_115852_75000,train,chapman_ningbo_china
MUSE_20180120_122726_72000,train,chapman_ningbo_china
MUSE_20180113_123442_17000,train,chapman_ningbo_china
MUSE_20180116_124859_95000,train,chapman_ningbo_china
MUSE_20180114_130248_47000,train,chapman_ningbo_china
MUSE_20180116_172619_32000,train,chapman_ningbo_china
MUSE_20180118_123906_22000,train,chapman_ningbo_china
MUSE_20180210_123412_61000,train,chapman_ningbo_china
MUSE_20180112_132347_59000,train,chapman_ningbo_china
MUSE_20180118_132411_61000,train,chapman_ningbo_china
MUSE_20180112_073830_24000,train,chapman_ningbo_china
MUSE_20180114_070613_80000,train,chapman_ningbo_china
MUSE_20180712_153552_44000,train,chapman_ningbo_china
MUSE_20180113_080054_14000,train,chapman_ningbo_china
MUSE_20180112_073801_02000,train,chapman_ningbo_china
MUSE_20180116_174452_55000,train,chapman_ningbo_china
MUSE_20180115_120256_63000,train,chapman_ningbo_china
MUSE_20180118_124751_94000,train,chapman_ningbo_china
MUSE_20180118_124624_57000,train,chapman_ningbo_china
MUSE_20180115_120151_26000,train,chapman_ningbo_china
MUSE_20180118_175155_35000,train,chapman_ningbo_china
MUSE_20180712_154748_05000,train,chapman_ningbo_china
MUSE_20180115_123150_02000,train,chapman_ningbo_china
MUSE_20180114_074436_75000,train,chapman_ningbo_china
MUSE_20180112_133120_88000,train,chapman_ningbo_china
MUSE_20180115_124936_55000,train,chapman_ningbo_china
MUSE_20180209_121658_42000,train,chapman_ningbo_china
MUSE_20180112_130802_82000,train,chapman_ningbo_china
MUSE_20180209_125426_75000,train,chapman_ningbo_china
MUSE_20180118_131119_55000,train,chapman_ningbo_china
MUSE_20180712_152458_58000,train,chapman_ningbo_china
MUSE_20180209_124804_34000,train,chapman_ningbo_china
MUSE_20180113_080627_14000,train,chapman_ningbo_china
MUSE_20180712_161003_75000,train,chapman_ningbo_china
MUSE_20180114_123400_63000,train,chapman_ningbo_china
MUSE_20180115_120107_60000,train,chapman_ningbo_china
MUSE_20180118_181848_83000,train,chapman_ningbo_china
MUSE_20180209_124145_50000,train,chapman_ningbo_china
MUSE_20180115_130319_67000,train,chapman_ningbo_china
MUSE_20180112_171053_89000,train,chapman_ningbo_china
MUSE_20180116_180106_74000,train,chapman_ningbo_china
MUSE_20180118_135135_79000,train,chapman_ningbo_china
MUSE_20180114_125832_88000,train,chapman_ningbo_china
MUSE_20180112_123749_43000,train,chapman_ningbo_china
MUSE_20180114_115321_33000,train,chapman_ningbo_china
MUSE_20180114_131950_45000,train,chapman_ningbo_china
MUSE_20180118_134503_40000,train,chapman_ningbo_china
MUSE_20180114_065410_19000,train,chapman_ningbo_china
MUSE_20180113_182228_25000,train,chapman_ningbo_china
MUSE_20180712_160202_19000,train,chapman_ningbo_china
MUSE_20180712_151641_31000,train,chapman_ningbo_china
MUSE_20180119_175654_25000,train,chapman_ningbo_china
MUSE_20180118_173302_02000,train,chapman_ningbo_china
MUSE_20180113_183358_66000,train,chapman_ningbo_china
MUSE_20180210_124220_91000,train,chapman_ningbo_china
MUSE_20180112_121854_31000,train,chapman_ningbo_china
MUSE_20180112_075324_37000,train,chapman_ningbo_china
MUSE_20180115_123538_38000,train,chapman_ningbo_china
MUSE_20180116_131129_40000,train,chapman_ningbo_china
MUSE_20180114_074456_46000,train,chapman_ningbo_china
MUSE_20180114_115023_66000,train,chapman_ningbo_china
MUSE_20180119_175022_75000,train,chapman_ningbo_china
MUSE_20180114_125924_14000,train,chapman_ningbo_china
MUSE_20180113_130244_12000,train,chapman_ningbo_china
MUSE_20180118_180821_26000,train,chapman_ningbo_china
MUSE_20180712_151625_73000,train,chapman_ningbo_china
MUSE_20180112_123122_78000,train,chapman_ningbo_china
MUSE_20180114_125239_32000,train,chapman_ningbo_china
MUSE_20180114_075403_80000,train,chapman_ningbo_china
MUSE_20180712_152501_78000,train,chapman_ningbo_china
MUSE_20180210_123102_29000,train,chapman_ningbo_china
MUSE_20180210_124702_94000,train,chapman_ningbo_china
MUSE_20180209_173401_83000,train,chapman_ningbo_china
MUSE_20180114_133950_74000,train,chapman_ningbo_china
MUSE_20180120_123448_06000,train,chapman_ningbo_china
MUSE_20180118_132324_62000,train,chapman_ningbo_china
MUSE_20180210_122710_49000,train,chapman_ningbo_china
MUSE_20180114_072350_45000,train,chapman_ningbo_china
MUSE_20180119_174613_09000,train,chapman_ningbo_china
MUSE_20180115_133024_96000,train,chapman_ningbo_china
MUSE_20180114_131736_74000,train,chapman_ningbo_china
MUSE_20180115_123148_98000,train,chapman_ningbo_china
MUSE_20180118_125630_49000,train,chapman_ningbo_china
MUSE_20180209_120332_95000,train,chapman_ningbo_china
MUSE_20180113_174816_08000,train,chapman_ningbo_china
MUSE_20180113_182033_51000,train,chapman_ningbo_china
MUSE_20180114_135441_04000,train,chapman_ningbo_china
MUSE_20180209_124924_73000,train,chapman_ningbo_china
MUSE_20180116_171955_87000,train,chapman_ningbo_china
MUSE_20180112_123300_00000,train,chapman_ningbo_china
MUSE_20180114_070959_24000,train,chapman_ningbo_china
MUSE_20180112_122557_83000,train,chapman_ningbo_china
MUSE_20180209_115817_56000,train,chapman_ningbo_china
MUSE_20180209_165939_10000,train,chapman_ningbo_china
MUSE_20180209_114230_17000,train,chapman_ningbo_china
MUSE_20180118_130124_16000,train,chapman_ningbo_china
MUSE_20180118_131040_10000,train,chapman_ningbo_china
MUSE_20180712_153529_20000,train,chapman_ningbo_china
MUSE_20180112_072933_13000,train,chapman_ningbo_china
MUSE_20180112_132215_93000,train,chapman_ningbo_china
MUSE_20180209_125922_07000,train,chapman_ningbo_china
MUSE_20180712_153346_94000,train,chapman_ningbo_china
MUSE_20180111_163358_14000,train,chapman_ningbo_china
MUSE_20180209_175025_32000,train,chapman_ningbo_china
MUSE_20180118_130921_50000,train,chapman_ningbo_china
MUSE_20180116_123328_88000,train,chapman_ningbo_china
MUSE_20180114_123840_95000,train,chapman_ningbo_china
MUSE_20180712_152622_84000,train,chapman_ningbo_china
MUSE_20180114_074754_31000,train,chapman_ningbo_china
MUSE_20180113_183232_92000,train,chapman_ningbo_china
MUSE_20180112_141204_55000,train,chapman_ningbo_china
MUSE_20180115_124141_67000,train,chapman_ningbo_china
MUSE_20180113_134819_79000,train,chapman_ningbo_china
MUSE_20180112_074859_91000,train,chapman_ningbo_china
MUSE_20180209_175222_29000,train,chapman_ningbo_china
MUSE_20180113_131423_56000,train,chapman_ningbo_china
MUSE_20180113_123023_83000,train,chapman_ningbo_china
MUSE_20180114_071623_53000,train,chapman_ningbo_china
MUSE_20180112_165859_50000,train,chapman_ningbo_china
MUSE_20180210_115433_06000,train,chapman_ningbo_china
MUSE_20180111_160410_42000,train,chapman_ningbo_china
MUSE_20180112_170430_69000,train,chapman_ningbo_china
MUSE_20180113_134330_90000,train,chapman_ningbo_china
MUSE_20180120_121251_52000,train,chapman_ningbo_china
MUSE_20180209_174351_56000,train,chapman_ningbo_china
MUSE_20180114_070831_95000,train,chapman_ningbo_china
MUSE_20180118_172448_49000,train,chapman_ningbo_china
MUSE_20180113_171505_74000,train,chapman_ningbo_china
MUSE_20180210_121004_53000,train,chapman_ningbo_china
MUSE_20180113_171620_98000,train,chapman_ningbo_china
MUSE_20180113_073120_84000,train,chapman_ningbo_china
MUSE_20180209_125754_69000,train,chapman_ningbo_china
MUSE_20180116_130626_78000,train,chapman_ningbo_china
MUSE_20180114_075953_86000,train,chapman_ningbo_china
MUSE_20180116_173658_45000,train,chapman_ningbo_china
MUSE_20180116_132227_83000,train,chapman_ningbo_china
MUSE_20180112_074525_34000,train,chapman_ningbo_china
MUSE_20180112_133909_09000,train,chapman_ningbo_china
MUSE_20180116_123846_08000,train,chapman_ningbo_china
MUSE_20180118_135235_07000,train,chapman_ningbo_china
MUSE_20180210_122841_68000,train,chapman_ningbo_china
MUSE_20180119_173719_54000,train,chapman_ningbo_china
MUSE_20180116_130543_27000,train,chapman_ningbo_china
MUSE_20180115_124431_96000,train,chapman_ningbo_china
MUSE_20180115_125620_75000,train,chapman_ningbo_china
MUSE_20180209_172926_58000,train,chapman_ningbo_china
MUSE_20180115_130127_04000,train,chapman_ningbo_china
MUSE_20180118_172749_84000,train,chapman_ningbo_china
MUSE_20180113_173207_23000,train,chapman_ningbo_china
MUSE_20180114_130040_74000,train,chapman_ningbo_china
MUSE_20180119_175604_13000,train,chapman_ningbo_china
MUSE_20180712_151744_19000,train,chapman_ningbo_china
MUSE_20180119_170741_79000,train,chapman_ningbo_china
MUSE_20180112_171014_61000,train,chapman_ningbo_china
MUSE_20180116_173540_34000,train,chapman_ningbo_china
MUSE_20180118_123456_37000,train,chapman_ningbo_china
MUSE_20180116_132816_90000,train,chapman_ningbo_china
MUSE_20180114_132914_89000,train,chapman_ningbo_china
MUSE_20180210_124227_28000,train,chapman_ningbo_china
MUSE_20180112_074344_49000,train,chapman_ningbo_china
MUSE_20180114_132352_53000,train,chapman_ningbo_china
MUSE_20180119_173206_74000,train,chapman_ningbo_china
MUSE_20180210_121427_67000,train,chapman_ningbo_china
MUSE_20180114_073853_05000,train,chapman_ningbo_china
MUSE_20180113_175732_82000,train,chapman_ningbo_china
MUSE_20180115_134725_43000,train,chapman_ningbo_china
MUSE_20180118_174920_94000,train,chapman_ningbo_china
MUSE_20180120_121438_42000,train,chapman_ningbo_china
MUSE_20180112_071145_67000,train,chapman_ningbo_china
MUSE_20180113_171608_17000,train,chapman_ningbo_china
MUSE_20180112_075344_15000,train,chapman_ningbo_china
MUSE_20180118_181827_00000,train,chapman_ningbo_china
MUSE_20180209_174935_26000,train,chapman_ningbo_china
MUSE_20180118_131455_63000,train,chapman_ningbo_china
MUSE_20180114_071748_56000,train,chapman_ningbo_china
MUSE_20180112_165024_37000,train,chapman_ningbo_china
MUSE_20180115_120600_85000,train,chapman_ningbo_china
MUSE_20180113_074518_26000,train,chapman_ningbo_china
MUSE_20180209_124102_66000,train,chapman_ningbo_china
MUSE_20180113_071806_39000,train,chapman_ningbo_china
MUSE_20180116_174436_02000,train,chapman_ningbo_china
MUSE_20180113_132810_61000,train,chapman_ningbo_china
MUSE_20180116_175718_92000,train,chapman_ningbo_china
MUSE_20180112_075112_61000,train,chapman_ningbo_china
MUSE_20180116_174846_79000,train,chapman_ningbo_china
MUSE_20180210_132747_42000,train,chapman_ningbo_china
MUSE_20180712_151358_97000,train,chapman_ningbo_china
MUSE_20180113_120143_85000,train,chapman_ningbo_china
MUSE_20180116_121910_44000,train,chapman_ningbo_china
MUSE_20180209_123526_23000,train,chapman_ningbo_china
MUSE_20180209_125705_90000,train,chapman_ningbo_china
MUSE_20180115_134708_96000,train,chapman_ningbo_china
MUSE_20180113_173908_13000,train,chapman_ningbo_china
MUSE_20180712_152524_95000,train,chapman_ningbo_china
MUSE_20180209_171127_28000,train,chapman_ningbo_china
MUSE_20180114_065453_70000,train,chapman_ningbo_china
MUSE_20180115_121342_37000,train,chapman_ningbo_china
MUSE_20180209_122724_72000,train,chapman_ningbo_china
MUSE_20180113_175435_01000,train,chapman_ningbo_china
MUSE_20180111_165602_42000,train,chapman_ningbo_china
MUSE_20180119_170846_50000,train,chapman_ningbo_china
MUSE_20180712_150758_09000,train,chapman_ningbo_china
MUSE_20180116_133635_17000,train,chapman_ningbo_china
MUSE_20180114_122728_79000,train,chapman_ningbo_china
MUSE_20180113_133422_92000,train,chapman_ningbo_china
MUSE_20180112_133025_07000,train,chapman_ningbo_china
MUSE_20180114_170416_48000,train,chapman_ningbo_china
MUSE_20180114_072105_73000,train,chapman_ningbo_china
MUSE_20180112_072033_34000,train,chapman_ningbo_china
MUSE_20180119_171102_54000,train,chapman_ningbo_china
MUSE_20180210_131303_87000,train,chapman_ningbo_china
MUSE_20180115_132253_07000,train,chapman_ningbo_china
MUSE_20180118_180015_52000,train,chapman_ningbo_china
MUSE_20180712_151621_47000,train,chapman_ningbo_china
MUSE_20180114_131519_23000,train,chapman_ningbo_china
MUSE_20180114_124419_26000,train,chapman_ningbo_china
MUSE_20180113_134943_45000,train,chapman_ningbo_china
MUSE_20180119_173216_27000,train,chapman_ningbo_china
MUSE_20180712_161418_70000,train,chapman_ningbo_china
MUSE_20180118_134611_37000,train,chapman_ningbo_china
MUSE_20180114_121302_16000,train,chapman_ningbo_china
MUSE_20180209_122005_67000,train,chapman_ningbo_china
MUSE_20180113_135004_20000,train,chapman_ningbo_china
MUSE_20180114_070145_54000,train,chapman_ningbo_china
MUSE_20180209_170750_44000,train,chapman_ningbo_china
MUSE_20180209_111605_77000,train,chapman_ningbo_china
MUSE_20180113_134005_48000,train,chapman_ningbo_china
MUSE_20180113_121832_32000,train,chapman_ningbo_china
MUSE_20180114_120931_37000,train,chapman_ningbo_china
MUSE_20180114_121413_95000,train,chapman_ningbo_china
MUSE_20180114_074843_17000,train,chapman_ningbo_china
MUSE_20180119_175151_28000,train,chapman_ningbo_china
MUSE_20180113_133244_10000,train,chapman_ningbo_china
MUSE_20180118_133648_87000,train,chapman_ningbo_china
MUSE_20180116_120928_25000,train,chapman_ningbo_china
MUSE_20180112_120111_40000,train,chapman_ningbo_china
MUSE_20180116_171831_36000,train,chapman_ningbo_china
MUSE_20180114_171147_84000,train,chapman_ningbo_china
MUSE_20180210_132137_89000,train,chapman_ningbo_china
MUSE_20180210_132926_75000,train,chapman_ningbo_china
MUSE_20180116_130957_63000,train,chapman_ningbo_china
MUSE_20180118_130446_57000,train,chapman_ningbo_china
MUSE_20180209_175405_70000,train,chapman_ningbo_china
MUSE_20180113_124017_48000,train,chapman_ningbo_china
MUSE_20180118_174541_37000,train,chapman_ningbo_china
MUSE_20180114_115752_73000,train,chapman_ningbo_china
MUSE_20180113_182832_19000,train,chapman_ningbo_china
MUSE_20180118_133356_60000,train,chapman_ningbo_china
MUSE_20180113_175733_86000,train,chapman_ningbo_china
MUSE_20180209_132445_29000,train,chapman_ningbo_china
MUSE_20180712_151206_47000,train,chapman_ningbo_china
MUSE_20180209_114956_74000,train,chapman_ningbo_china
MUSE_20180116_133230_01000,train,chapman_ningbo_china
MUSE_20180119_170128_04000,train,chapman_ningbo_china
MUSE_20180712_151518_64000,train,chapman_ningbo_china
MUSE_20180209_173514_92000,train,chapman_ningbo_china
MUSE_20180113_184200_44000,train,chapman_ningbo_china
MUSE_20180113_132904_79000,train,chapman_ningbo_china
MUSE_20180114_133608_90000,train,chapman_ningbo_china
MUSE_20180114_065559_99000,train,chapman_ningbo_china
MUSE_20180118_124358_21000,train,chapman_ningbo_china
MUSE_20180115_123936_26000,train,chapman_ningbo_china
MUSE_20180114_171025_46000,train,chapman_ningbo_china
MUSE_20180115_133514_84000,train,chapman_ningbo_china
MUSE_20180209_172521_49000,train,chapman_ningbo_china
MUSE_20180113_125744_66000,train,chapman_ningbo_china
MUSE_20180112_125038_50000,train,chapman_ningbo_china
MUSE_20180116_170924_21000,train,chapman_ningbo_china
MUSE_20180112_123647_53000,train,chapman_ningbo_china
MUSE_20180113_072204_12000,train,chapman_ningbo_china
MUSE_20180116_171116_73000,train,chapman_ningbo_china
MUSE_20180120_120932_21000,train,chapman_ningbo_china
MUSE_20180712_154400_64000,train,chapman_ningbo_china
MUSE_20180114_122811_39000,train,chapman_ningbo_china
MUSE_20180112_120159_00000,train,chapman_ningbo_china
MUSE_20180115_133141_52000,train,chapman_ningbo_china
MUSE_20180209_125835_16000,train,chapman_ningbo_china
MUSE_20180118_174545_60000,train,chapman_ningbo_china
MUSE_20180119_173134_70000,train,chapman_ningbo_china
MUSE_20180120_121428_94000,train,chapman_ningbo_china
MUSE_20180114_114637_42000,train,chapman_ningbo_china
MUSE_20180118_131719_74000,train,chapman_ningbo_china
MUSE_20180113_122223_48000,train,chapman_ningbo_china
MUSE_20180116_120311_84000,train,chapman_ningbo_china
MUSE_20180114_125820_59000,train,chapman_ningbo_china
MUSE_20180116_124621_68000,train,chapman_ningbo_china
MUSE_20181222_204155_31000,train,chapman_ningbo_china
MUSE_20180712_151721_02000,train,chapman_ningbo_china
MUSE_20180115_131232_88000,train,chapman_ningbo_china
MUSE_20180112_130542_19000,train,chapman_ningbo_china
MUSE_20180712_154355_27000,train,chapman_ningbo_china
MUSE_20180114_080134_86000,train,chapman_ningbo_china
MUSE_20180112_132818_74000,train,chapman_ningbo_china
MUSE_20180115_133252_41000,train,chapman_ningbo_china
MUSE_20180116_124956_02000,train,chapman_ningbo_china
MUSE_20180116_132501_68000,train,chapman_ningbo_china
MUSE_20180115_122602_41000,train,chapman_ningbo_china
MUSE_20180115_121446_79000,train,chapman_ningbo_china
MUSE_20180118_124921_58000,train,chapman_ningbo_china
MUSE_20180118_171911_73000,train,chapman_ningbo_china
MUSE_20180113_121602_79000,train,chapman_ningbo_china
MUSE_20180114_072450_54000,train,chapman_ningbo_china
MUSE_20180116_130547_48000,train,chapman_ningbo_china
MUSE_20180209_125429_91000,train,chapman_ningbo_china
MUSE_20180712_151657_42000,train,chapman_ningbo_china
MUSE_20180712_153503_88000,train,chapman_ningbo_china
MUSE_20180118_122906_36000,train,chapman_ningbo_china
MUSE_20180113_134426_94000,train,chapman_ningbo_china
MUSE_20180113_182749_46000,train,chapman_ningbo_china
MUSE_20180113_171514_33000,train,chapman_ningbo_china
MUSE_20180114_130145_34000,train,chapman_ningbo_china
MUSE_20180114_130935_57000,train,chapman_ningbo_china
MUSE_20180113_115945_81000,train,chapman_ningbo_china
MUSE_20180210_133136_06000,train,chapman_ningbo_china
MUSE_20180114_074234_39000,train,chapman_ningbo_china
MUSE_20180114_065935_50000,train,chapman_ningbo_china
MUSE_20180112_073037_40000,train,chapman_ningbo_china
MUSE_20180113_182813_50000,train,chapman_ningbo_china
MUSE_20180114_074150_79000,train,chapman_ningbo_china
MUSE_20180116_171422_51000,train,chapman_ningbo_china
MUSE_20180209_114947_63000,train,chapman_ningbo_china
MUSE_20181222_204217_03000,train,chapman_ningbo_china
MUSE_20180114_123344_16000,train,chapman_ningbo_china
MUSE_20180209_124322_59000,train,chapman_ningbo_china
MUSE_20180120_121704_86000,train,chapman_ningbo_china
MUSE_20180114_071202_73000,train,chapman_ningbo_china
MUSE_20180118_174159_65000,train,chapman_ningbo_china
MUSE_20180209_125408_17000,train,chapman_ningbo_china
MUSE_20180209_123425_11000,train,chapman_ningbo_china
MUSE_20180114_122859_19000,train,chapman_ningbo_china
MUSE_20180116_170039_80000,train,chapman_ningbo_china
MUSE_20180209_130641_79000,train,chapman_ningbo_china
MUSE_20180113_125316_46000,train,chapman_ningbo_china
MUSE_20180114_065924_28000,train,chapman_ningbo_china
MUSE_20180119_175142_84000,train,chapman_ningbo_china
MUSE_20180116_182427_62000,train,chapman_ningbo_china
MUSE_20180113_171551_63000,train,chapman_ningbo_china
MUSE_20180120_121914_47000,train,chapman_ningbo_china
MUSE_20180113_075837_61000,train,chapman_ningbo_china
MUSE_20180112_134055_15000,train,chapman_ningbo_china
MUSE_20180116_131147_00000,train,chapman_ningbo_china
MUSE_20180112_165702_89000,train,chapman_ningbo_china
MUSE_20180115_124624_14000,train,chapman_ningbo_china
MUSE_20180118_134504_47000,train,chapman_ningbo_china
MUSE_20180118_174657_51000,train,chapman_ningbo_china
MUSE_20180112_133209_74000,train,chapman_ningbo_china
MUSE_20180119_171747_07000,train,chapman_ningbo_china
MUSE_20180113_131908_73000,train,chapman_ningbo_china
MUSE_20180116_122140_24000,train,chapman_ningbo_china
MUSE_20180209_121247_39000,train,chapman_ningbo_china
MUSE_20180120_121731_93000,train,chapman_ningbo_china
MUSE_20180209_173343_16000,train,chapman_ningbo_china
MUSE_20180712_160929_72000,train,chapman_ningbo_china
MUSE_20180116_175122_19000,train,chapman_ningbo_china
MUSE_20180113_120936_64000,train,chapman_ningbo_china
MUSE_20180120_120957_19000,train,chapman_ningbo_china
MUSE_20180112_072129_16000,train,chapman_ningbo_china
MUSE_20180115_123935_21000,train,chapman_ningbo_china
MUSE_20180113_071526_52000,train,chapman_ningbo_china
MUSE_20180112_071843_36000,train,chapman_ningbo_china
MUSE_20180114_133652_97000,train,chapman_ningbo_china
MUSE_20180118_133644_62000,train,chapman_ningbo_china
MUSE_20180116_121646_28000,train,chapman_ningbo_china
MUSE_20180113_181111_26000,train,chapman_ningbo_china
MUSE_20180116_121736_17000,train,chapman_ningbo_china
MUSE_20180210_133043_11000,train,chapman_ningbo_china
MUSE_20180114_121244_61000,train,chapman_ningbo_china
MUSE_20180210_132543_78000,train,chapman_ningbo_china
MUSE_20180115_120041_44000,train,chapman_ningbo_china
MUSE_20180113_121404_48000,train,chapman_ningbo_china
MUSE_20180113_135710_28000,train,chapman_ningbo_china
MUSE_20180112_170046_27000,train,chapman_ningbo_china
MUSE_20180115_124724_23000,train,chapman_ningbo_china
MUSE_20180112_170235_52000,train,chapman_ningbo_china
MUSE_20180115_132338_75000,train,chapman_ningbo_china
MUSE_20180112_074822_57000,train,chapman_ningbo_china
MUSE_20180210_133034_62000,train,chapman_ningbo_china
MUSE_20180209_112120_75000,train,chapman_ningbo_china
MUSE_20180112_072524_02000,train,chapman_ningbo_china
MUSE_20180112_132615_00000,train,chapman_ningbo_china
MUSE_20180210_132636_75000,train,chapman_ningbo_china
MUSE_20180113_124035_00000,train,chapman_ningbo_china
MUSE_20180119_180011_99000,train,chapman_ningbo_china
MUSE_20180115_125259_85000,train,chapman_ningbo_china
MUSE_20180210_132726_72000,train,chapman_ningbo_china
MUSE_20180209_121037_11000,train,chapman_ningbo_china
MUSE_20181222_204240_84000,train,chapman_ningbo_china
MUSE_20180114_073909_76000,train,chapman_ningbo_china
MUSE_20180116_170216_50000,train,chapman_ningbo_china
MUSE_20180116_180125_35000,train,chapman_ningbo_china
MUSE_20180113_131900_13000,train,chapman_ningbo_china
